rank,track,team,run_id,bt_rating,ci_low_95,ci_high_95,n_battles
22,es,arampageos,DUTH_Task4_ES_QUALITY_V1_SAFE,1122,1067,1178,170
23,es,arampageos,DUTH_Task4_ES_DEEP_SINGLE_R05_es_0919_EXACT_PUN_TRAIN_es_0925,1120,1073,1184,177
24,es,arampageos,DUTH_Task4_DUPCONSIST_ES,1118,1078,1162,286
25,es,arampageos,DUTH_Task4_ES_BEST834_PAIR_SINGLE_R05_R06,1117,1053,1173,174
26,es,arampageos,DUTH_Task4_ES_SCOREENS2_PATCH7,1115,1070,1180,245
27,es,arampageos,DUTH_Task4_BLOCK_ES_BESTBLOCK,1114,1075,1157,278
28,es,arampageos,DUTH_Task4_ES_DEEP_SINGLE_R03_es_2303_EXACT_PUN_TRAIN_es_0762,1114,1058,1179,168
29,es,arampageos,DUTH_Task4_ES_QUALITY_V3_PLUS_BASE,1114,1061,1188,174
30,es,arampageos,DUTH_Task4_ES_DEEP_EXACTPUN_TOP1,1111,1041,1181,167
31,es,arampageos,DUTH_Task4_ES_DEEP_SINGLE_R01_es_0921_EXACT_PUN_TRAIN_es_0927,1110,1068,1158,198
32,es,arampageos,DUTH_Task4_ES_SCOREENS2_PATCH12,1107,1078,1153,254
33,es,arampageos,DUTH_Task4_ES_SINGLE_R03_es_0459_WIN_REPORT_R04,1107,1053,1175,134
34,es,arampageos,DUTH_Task4_ES_COMBO_SAFE,1106,1066,1156,291
35,es,arampageos,DUTH_Task4_ES_XID_SALVAGE_TOP3,1105,1050,1163,154
36,es,arampageos,DUTH_Task4_ES_BEST833_PLUS_TRAINSEL_TOP1_B12_11,1103,1056,1154,176
37,es,arampageos,DUTH_Task4_ES_BEST834_DEEP_SINGLE_R03_es_2303_EXACT_PUN_TRAIN_es_0762_CONFIRM,1103,1044,1164,160
38,es,liana87,UBO_task3_qwen_pun,1100,1072,1144,366
39,es,arampageos,DUTH_Task4_ES_SINGLE_R12_es_0635_WIN_REPORT_R16,1099,1030,1160,154
40,es,arampageos,DUTH_Task4_ES_MLSEL_RF_ALL,1096,1061,1139,346
41,es,arampageos,DUTH_Task4_ES_MLSEL_GB_TOP,1092,1054,1127,323
42,es,arampageos,DUTH_Task4_ES_SINGLE_R33_es_1117_WIN_REPORT_R44,1088,1040,1161,175
43,es,arampageos,DUTH_Task4_ES_SCOREENS_TOP80,1085,1031,1129,194
44,es,arampageos,DUTH_Task4_ES_SCOREENS2_TOP90,1085,1040,1138,217
45,es,arampageos,DUTH_Task4_ES_TRAINSEL_TOP3,1084,1032,1139,164
46,es,arampageos,DUTH_Task4_ES_SCOREENS_TOP30,1079,1030,1125,242
47,es,arampageos,DUTH_Task4_ES_BEST833_PLUS_TRAINSEL_TOP1_B12_02,1075,1017,1129,152
48,es,arampageos,DUTH_Task4_ES_BEST833_PLUS_TRAINSEL_TOP1_B12_01,1075,1018,1136,137
49,es,arampageos,DUTH_Task4_ES_DEEP_SINGLE_R02_es_0605_EXACT_PUN_TRAIN_es_0627,1075,1016,1137,170
50,es,arampageos,DUTH_Task4_ES_BEST834_PAIR_SINGLE_R04_R05,1074,1015,1149,166
51,es,arampageos,DUTH_Task4_ES_SINGLE_TOP5,1071,1024,1133,152
52,es,arampageos,DUTH_Task4_ES_SCOREENS2_TOP130,1071,1016,1123,199
53,es,arampageos,DUTH_Task4_ES_SINGLE_R24_es_1283_WIN_REPORT_R35,1071,1017,1135,165
54,es,arampageos,DUTH_Task4_ES_NEUTRAL_R31_R33,1070,1025,1127,182
55,es,arampageos,DUTH_Task4_ES_DEEP_EXACTPUN_TOP5,1068,1011,1134,170
56,es,arampageos,DUTH_Task4_ES_NEUTRAL_R01_R31_R33,1066,1010,1129,188
57,es,arampageos,DUTH_Task4_ES_SINGLE_R01_es_0921_WIN_REPORT_R01,1065,983,1125,138
58,es,arampageos,DUTH_Task4_ES_BEST834_EXACTPUN_TOP2,1064,1006,1122,156
59,es,arampageos,DUTH_Task4_ES_DEEP_SINGLE_R04_es_0459_EXACT_PUN_TRAIN_es_2080,1064,1012,1117,184
60,es,ezrasmink,UAms_task4_Llama-3-Instruct-Neurona-8b,1062,1027,1105,315
61,es,arampageos,DUTH_Task4_DATAAWARE_bleu_ES,1062,1033,1110,314
62,es,arampageos,DUTH_Task4_ES_TRAINSEL_TOP2,1061,997,1121,144
63,es,arampageos,DUTH_Task4_ES_BEST833_PLUS_TRAINSEL_TOP1_B12_00,1061,1007,1131,142
64,es,arampageos,DUTH_Task4_ES_SCOREENS2_PATCH4,1061,1022,1112,195
65,es,arampageos,DUTH_Task4_SCRATCHPAPER_ES_MIX,1060,1023,1102,317
66,es,arampageos,DUTH_Task4_DATAAWARE_arena_ES,1059,1021,1092,370
67,es,arampageos,DUTH_Task4_SCRATCHPAPER_ES_REFSTYLE,1059,1028,1095,352
68,es,arampageos,DUTH_Task4_ES_NEUTRAL_R01_R33,1058,1011,1102,173
69,es,arampageos,DUTH_Task4_ES_MANUALPATCH_AGGRESSIVE11,1058,1015,1113,184
70,es,arampageos,DUTH_Task4_ES_BEST834_EXACTPUN_TOP3_CONFIRM,1058,997,1116,168
71,es,arampageos,DUTH_Task4_ES_MANUALPATCH,1058,1005,1107,167
72,es,arampageos,DUTH_Task4_ES_NOBLOCK_TOP120,1057,1006,1120,196
73,es,arampageos,DUTH_Task4_ES_SINGLE_R31_es_0606_WIN_REPORT_R42,1056,997,1115,150
74,es,arampageos,DUTH_Task4_ES_BAL_TOP3_PLUS_R4_R6,1055,1005,1109,186
75,es,arampageos,DUTH_Task4_ES_SCOREENS2_PATCH3,1051,1004,1105,160
76,es,arampageos,DUTH_Task4_ES_TRAINSEL_TOP5,1050,1008,1118,173
77,es,arampageos,DUTH_Task4_ES_NOBLOCK_PATCH2,1048,998,1094,197
78,es,arampageos,DUTH_Task4_ES_BEST833_CONFIRM,1048,995,1126,144
79,es,arampageos,DUTH_Task4_ES_SCOREENS2_PATCH1,1048,996,1095,165
80,es,arampageos,DUTH_Task4_ES_BAL_TOP3_DROP_es_1091,1047,987,1116,139
81,es,arampageos,DUTH_Task4_ES_DEEP_EXACTPUN_TOP6,1044,982,1099,174
82,es,arampageos,DUTH_Task4_ES_NOBLOCK_PATCH0,1043,998,1109,194
83,es,arampageos,DUTH_Task4_ES_SCOREENS_TOP50,1041,998,1082,254
84,es,arampageos,DUTH_Task4_ES_MANUALPATCH_MEDIUM7,1041,979,1110,174
85,es,arampageos,DUTH_Task4_QWEN14_BLEUMIMIC_ES_TOP80,1038,1000,1086,274
86,es,arampageos,DUTH_Task4_ES_SINGLE_TOP1,1036,981,1085,159
87,es,arampageos,DUTH_Task4_ES_NEUTRAL_R01_R31,1034,981,1103,173
88,es,arampageos,DUTH_Task4_ES_NOBLOCK_TOP115,1033,986,1094,174
89,es,arampageos,DUTH_Task4_ES_SINGLE_TOP2,1031,976,1087,163
90,es,arampageos,DUTH_Task4_ES_BAL_TOP3_PLUS_R8_es_1288,1029,983,1087,172
91,es,arampageos,DUTH_Task4_ES_SCOREENS_PATCH0,1027,947,1083,158
92,es,arampageos,DUTH_Task4_ES_SINGLE_R08_es_0319_WIN_REPORT_R10,1027,954,1092,140
93,es,liana87,UBO_task3_llama_pun,1019,984,1063,360
94,es,arampageos,DUTH_Task4_ES_SCOREENS2_TOP120,1018,975,1070,207
95,es,arampageos,DUTH_Task4_ES_XID_SALVAGE_TOP8,1017,967,1074,178
96,es,arampageos,DUTH_Task4_BASELINE_ES_SAFE,1016,983,1061,269
97,es,arampageos,DUTH_Task4_ES_SCOREENS_ALL,1014,963,1071,187
98,es,arampageos,DUTH_Task4_ES_SCOREENS_PATCH2,1012,957,1069,198
99,es,arampageos,DUTH_Task4_ES_NOBLOCK_PATCHm0p5,1009,947,1071,152
100,es,arampageos,DUTH_Task4_GEMMA2_9B_MEGA_ES_TOP1,1009,983,1050,349
101,es,arampageos,DUTH_Task4_ES_SCOREABL_NO_BLOCK,1006,947,1069,160
102,es,arampageos,DUTH_Task4_ES_SCOREABL_ONLY_GEMMA_QWEN,1006,954,1048,248
103,es,arampageos,DUTH_Task4_GEMMA2_9B_MEGA_ES_TOP2,1002,965,1043,334
104,es,arampageos,DUTH_Task4_GEMMA2_9B_MEGA_ES_TOP5,988,959,1021,313
105,es,arampageos,DUTH_Task4_ES_SCOREENS2_TOP95,988,935,1040,199
106,es,liana87,UBO_task3_mistral_pun,987,945,1025,332
107,es,arampageos,DUTH_Task4_ES_SCOREABL_ONLY_GEMMA_MISTRAL,975,923,1030,196
108,es,arampageos,DUTH_Task4_MISTRAL7B_MEGA_ES_TOP1,975,933,1017,301
109,es,arampageos,DUTH_Task4_ES_QUALITY_V4_SPANISH_LOCKET,975,908,1051,138
110,es,arampageos,DUTH_Task4_ES_SCOREABL_NO_DATAAWARE,948,908,994,202
111,es,arampageos,DUTH_Task4_BASELINE_ES_TOP80,935,885,990,294
112,es,arampageos,DUTH_Task4_ES_DIAG_REFERENCE_STYLE_2,903,866,950,355
113,es,ezrasmink,UAms_task4_Mistral-7B-Instruct-v0.2,903,858,936,339
114,es,arampageos,DUTH_Task4_ES_TRAINSEL_TOP30,902,823,952,216
115,es,arampageos,DUTH_Task4_ES_ANALYSIS_analysis_ES_rule_generation_TOP60,881,832,928,240
116,es,arampageos,DUTH_Task4_BASELINE_ES_PATCH,865,826,904,324
117,es,arampageos,DUTH_Task4_ES_RULE_ALL,855,825,899,375
118,es,arampageos,DUTH_Task4_QWENSIMPLE_ES_D,829,789,860,350
119,es,arampageos,DUTH_Task4_POLICYQWEN_ES,791,757,829,350
120,es,arampageos,DUTH_Task4_QWENSIMPLE_ES_C,788,747,835,330
121,es,arampageos,DUTH_Task4_QWENSIMPLE_ES_B,783,737,827,318
122,es,arampageos,DUTH_Task4_BASELINE_ES_ALLRULE,762,707,807,346
123,es,arampageos,DUTH_Task4_QWENSIMPLE_ES_BEST,756,703,800,309
124,es,arampageos,DUTH_Task4_BASELINE_ES_PUNWORD,701,650,740,342
125,es,arampageos,DUTH_Task4_ES_TRAINSEL_TOP120,611,520,670,275
126,es,ezrasmink,UAms_task4_flan-t5-large,393,276,479,303
127,es,ezrasmink,UAms_task4_flan-t5-base,344,272,406,340
128,es,arampageos,DUTH_Task4_ES_DIAG_FACT_SENT,335,261,405,327
129,es,arampageos,DUTH_Task4_ES_DIAG_BOW_STUFF,304,182,368,329
130,es,arampageos,DUTH_Task4_ES_DIAG_SHORT_PUN_CUE,303,186,386,354
131,es,arampageos,DUTH_Task4_ES_DIAG_FACT_SHORT,212,96,290,316
132,es,arampageos,DUTH_Task4_ES_DIAG_CUES_ONLY,92,-111,208,348
133,es,arampageos,DUTH_Task4_ES_DIAG_SENSE_B,90,-47,202,331
134,es,ezrasmink,UAms_task4_salamandra-7b-instruct,-270,-1734,-142,335
1,fr,jayi2525,SaLT_task4_KimiCSF,1395,1342,1449,359
2,fr,arampageos,DUTH_Task4_FR_LEAK_NOR13_DROP_R04,1304,1245,1417,181
3,fr,arampageos,DUTH_Task4_FR_WIN_PLUS_R01_fr_0975,1298,1231,1372,194
4,fr,arampageos,DUTH_Task4_FR_LEAK_TOP21,1295,1242,1412,158
5,fr,arampageos,DUTH_Task4_FR_LEAK_TOP16,1293,1237,1375,181
6,fr,arampageos,DUTH_Task4_FR_LEAK_TOP1,1290,1236,1357,200
7,fr,liana87,UBO_task3_gemini-3-flash_pun,1279,1234,1341,362
8,fr,arampageos,DUTH_Task4_gemma29bit_FR_balanced,1277,1227,1360,211
9,fr,arampageos,DUTH_Task4_FR_LEAK22_DROP_R05,1276,1210,1361,176
10,fr,arampageos,DUTH_Task4_FR_LEAK_NOR13_DROP_R02,1274,1205,1358,167
11,fr,jayi2525,SaLT_task4_KimiPlain,1272,1221,1318,344
12,fr,arampageos,DUTH_Task4_FR_LEAK_TOP22_CONFIRM,1272,1208,1348,190
13,fr,arampageos,DUTH_Task4_FR_LEAK22_DROP_R02,1272,1206,1334,182
14,fr,arampageos,DUTH_Task4_FR_LEAK22_DROP_R12,1259,1180,1337,202
15,fr,arampageos,DUTH_Task4_FR_WIN_PLUS_R20_fr_0804,1256,1202,1340,183
16,fr,jayi2525,SaLT_task4_HumorGen14B,1256,1203,1295,351
17,fr,arampageos,DUTH_Task4_FR_LEAK_NOR13_DROP_R08,1248,1172,1311,179
18,fr,jayi2525,SaLT_task4_HumorGen32B,1246,1205,1293,357
19,fr,arampageos,DUTH_Task4_FR_ANALYSIS_analysis_FR_rule_generation_TOP3,1246,1175,1314,195
20,fr,arampageos,DUTH_Task4_FR_LEAK_TOP22,1242,1180,1292,192
21,fr,arampageos,DUTH_Task4_FR_ANALYSIS_analysis_FR_rule_generation_TOP1,1241,1178,1318,164
22,fr,arampageos,DUTH_Task4_FR_WIN_PLUS_R02_fr_0973,1241,1174,1314,193
23,fr,arampageos,DUTH_Task4_FR_LEAK_NOR13_DROP_R03,1239,1182,1313,181
24,fr,arampageos,DUTH_Task4_FR_LEAK22_DROP_R09,1236,1167,1320,181
25,fr,arampageos,DUTH_Task4_FR_LEAK22_DROP_R04,1236,1178,1311,190
26,fr,arampageos,DUTH_Task4_FR_LEAK22_DROP_R14,1227,1171,1295,186
27,fr,arampageos,DUTH_Task4_FR_IDEXACT_FROM_EN_TOP5,1227,1165,1315,174
28,fr,arampageos,DUTH_Task4_HYBRIDEXACT_FR,1227,1167,1316,161
29,fr,arampageos,DUTH_Task4_FR_WIN_BUCKET_03,1213,1153,1262,186
30,fr,arampageos,DUTH_Task4_FR_LEAK_TOP23,1211,1142,1289,172
31,fr,arampageos,DUTH_Task4_FR_LEAK_NOR13_DROP_R05,1210,1159,1270,188
32,fr,arampageos,DUTH_Task4_FR_LEAK20_DROP_R20_fr_1319,1210,1140,1290,160
33,fr,arampageos,DUTH_Task4_FR_LEAK22_DROP_R13,1204,1148,1284,174
34,fr,arampageos,DUTH_Task4_FR_LEAK_TOP20,1201,1147,1285,196
35,fr,arampageos,DUTH_Task4_FR_LEAK22_DROP_R07,1200,1144,1255,172
36,fr,arampageos,DUTH_Task4_FR_LEAK22_DROP_R06,1199,1154,1259,171
37,fr,arampageos,DUTH_Task4_FR_LEAK22_DROP_R15,1194,1143,1251,195
38,fr,arampageos,DUTH_Task4_FR_WIN_PLUS_R17_fr_1271,1192,1132,1245,173
39,fr,arampageos,DUTH_Task4_FR_LEAK_NOR13_PLUS_R23,1192,1131,1244,168
40,fr,arampageos,DUTH_Task4_FR_ANALYSIS_analysis_FR_rule_generation_TOP2,1191,1134,1249,168
41,fr,ezrasmink,UAms_task4_Chocolatine-2-14B-Instruct-v2.0.3,1191,1149,1230,332
42,fr,arampageos,DUTH_Task4_FR_LEAK22_DROP_R01,1186,1115,1262,182
43,fr,arampageos,DUTH_Task4_FR_IDEXACT_FROM_EN_TOP12,1184,1139,1240,204
44,fr,arampageos,DUTH_Task4_FR_WIN_PLUS_R18_fr_0319,1184,1112,1278,161
45,fr,arampageos,DUTH_Task4_FR_LEAK_NOR13_DROP_R01,1183,1121,1265,166
46,fr,arampageos,DUTH_Task4_FR_WIN_BUCKET_00,1177,1118,1242,157
47,fr,arampageos,DUTH_Task4_FR_WIN_BUCKET_09,1147,1103,1197,212
48,fr,arampageos,DUTH_Task4_HYBRIDSTRONG_FR,1142,1095,1211,181
49,fr,arampageos,DUTH_Task4_FR_LEAK20_DROP_R03_fr_1302,1137,1082,1201,217
50,fr,liana87,UBO_task3_qwen-3-flash_pun,1130,1092,1165,410
51,fr,arampageos,DUTH_Task4_FR_IDEXACT_FROM_EN_TOP20,1091,1032,1145,187
52,fr,arampageos,DUTH_Task4_FR_ANALYSIS_analysis_FR_rule_generation_TOP40,1076,1024,1124,176
53,fr,arampageos,DUTH_Task4_FR_STRONG_one_liner,1074,1037,1115,383
54,fr,arampageos,DUTH_Task4_FR_STRONG_balanced,1053,1015,1089,356
55,fr,liana87,UBO_task3_llama-3_pun,1036,989,1077,342
56,fr,arampageos,DUTH_Task4_FR_ANALYSIS_analysis_FR_rule_generation_TOP60,1036,971,1098,173
57,fr,arampageos,DUTH_Task4_FR_ANALYSIS_TOP61,1032,983,1087,187
58,fr,arampageos,DUTH_Task4_FR_AN60_PUNWORD_SENSES_ALL_BUCKET_10,1028,977,1076,196
59,fr,liana87,UBO_task3_gemma-3_pun,1022,973,1062,350
60,fr,liana87,UBO_task3_mistral-3_pun,1021,982,1052,325
61,fr,arampageos,DUTH_Task4_FR_WIN_PLUS_TOP40,999,944,1052,209
62,fr,arampageos,DUTH_Task4_FR_ANALYSIS_TOP60_PLUS_R61_R65,999,949,1052,204
63,fr,arampageos,DUTH_Task4_FR_SAFE_CONFIRM,986,937,1024,293
64,fr,arampageos,DUTH_Task4_FR_AN60_PUNWORD_SENSES_ALL_BUCKET_03,984,930,1037,176
65,fr,arampageos,DUTH_Task4_FR_TRAINSEL2_TOP3,982,947,1016,308
66,fr,arampageos,DUTH_Task4_FR_TRAINSEL2_TOP3_DROP_R03,976,924,1024,285
67,fr,arampageos,DUTH_Task4_FR_ANALYSIS_TOP65,974,910,1021,167
68,fr,arampageos,DUTH_Task4_FR_AN60_PUNWORD_SENSES_ALL_BUCKET_00,974,920,1015,180
69,fr,arampageos,DUTH_Task4_FR_AN60_PUNWORD_SENSES_ALL_BUCKET_02,971,903,1028,172
70,fr,arampageos,DUTH_Task4_FR_AN60_PUNWORD_SENSES_ALL_BUCKET_01,962,909,1012,181
71,fr,arampageos,DUTH_Task4_FR_TRAINSEL_BUCKET_00,961,911,1019,259
72,fr,ezrasmink,UAms_task4_Mistral-7B-Instruct-v0.2,961,910,1001,314
73,fr,arampageos,DUTH_Task4_FR_SAFE_MIX_TOP80_PATCH_B00,959,916,1013,288
74,fr,arampageos,DUTH_Task4_FR_FAMILY_TF_TOP12,956,906,1012,226
75,fr,arampageos,DUTH_Task4_FR_SAFE_PLUS_TOP80_B12_00,956,910,999,293
76,fr,arampageos,DUTH_Task4_BASELINE_FR_SAFE,955,912,1001,288
77,fr,arampageos,DUTH_Task4_FR_ANALYSIS_TOP80,954,903,1001,209
78,fr,arampageos,DUTH_Task4_FR_SAFE_PLUS_TOP80_B12_01,953,898,1007,301
79,fr,arampageos,DUTH_Task4_FR_FAMILY_BUCKET_00,952,905,1007,231
80,fr,arampageos,DUTH_Task4_FR_BEST894_DROP_ID_fr_1382,951,894,1014,187
81,fr,arampageos,DUTH_Task4_FR_B00_PLUS_SENSEA_BUCKET01,951,894,1006,185
82,fr,arampageos,DUTH_Task4_FR_TRAINSEL_TOP1,949,901,993,303
83,fr,arampageos,DUTH_Task4_FR_BEST894_DROP_ID_fr_1390,947,902,1005,191
84,fr,arampageos,DUTH_Task4_FR_BEST894_DROP_ID_fr_0904,942,873,1001,173
85,fr,arampageos,DUTH_Task4_BASELINE_FR_TOP80,941,888,983,252
86,fr,arampageos,DUTH_Task4_FR_TRAINSEL_TOP5,940,890,979,287
87,fr,arampageos,DUTH_Task4_FR_SAFE_PLUS_TOP80_FULL,940,896,988,259
88,fr,arampageos,DUTH_Task4_FR_AN60_PUNWORD_SENSEA_UNPATCHED_BUCKET_10,938,884,980,195
89,fr,arampageos,DUTH_Task4_FR_FAMILY_ONLY_QUESTION,937,889,981,196
90,fr,arampageos,DUTH_Task4_FR_FAMILY_TOP1,936,877,986,169
91,fr,arampageos,DUTH_Task4_FR_TRAINSEL2_TOP2,935,875,987,234
92,fr,arampageos,DUTH_Task4_FR_TRAINSEL_BUCKET_01,934,882,972,297
93,fr,arampageos,DUTH_Task4_FR_FAMILY_TOP8,930,871,983,180
94,fr,arampageos,DUTH_Task4_FR_BEST894_DROP_ID_fr_0093,927,865,989,190
95,fr,arampageos,DUTH_Task4_FR_BEST894_PLUS_MIXSHORT_B00,927,878,974,212
96,fr,arampageos,DUTH_Task4_FR_BEST894_DROP_ID_fr_1093,927,866,978,196
97,fr,arampageos,DUTH_Task4_FR_BEST891_PLUS_SENSEA_B02,922,886,973,204
98,fr,arampageos,DUTH_Task4_FR_FAMILY_TOP20,922,874,959,213
99,fr,arampageos,DUTH_Task4_FR_BEST894_DROP_ID_fr_1452,919,862,960,217
100,fr,arampageos,DUTH_Task4_FR_TRAINSEL_TOP3,917,854,968,292
101,fr,arampageos,DUTH_Task4_FR_B00_PLUS_SENSEA_BUCKET00,916,855,974,194
102,fr,arampageos,DUTH_Task4_FR_B00_PLUS_SENSEA_BUCKET11,906,853,965,197
103,fr,arampageos,DUTH_Task4_FR_BEST891_PLUS_SENSEA_B04,902,852,969,201
104,fr,arampageos,DUTH_Task4_FR_TRAINSEL_TOP20,902,863,953,282
105,fr,arampageos,DUTH_Task4_FR_BEST894_DROP_ID_fr_1395,900,844,948,192
106,fr,arampageos,DUTH_Task4_FR_BEST891_PLUS_SENSEA_B01,898,840,936,194
107,fr,arampageos,DUTH_Task4_FR_BEST894_CONFIRM,892,833,949,166
108,fr,arampageos,DUTH_Task4_FR_TRAINSEL2_TOP8,891,839,934,289
109,fr,arampageos,DUTH_Task4_FR_BEST894_DROP_ID_fr_1615,885,823,936,185
110,fr,arampageos,DUTH_Task4_FR_BEST891_PLUS_SENSEA_B03,877,818,915,217
